id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed,profile_collection_moment,latest_profile_change
id_25061,34,management,married,tertiary,no,81.0,yes,no,cellular,3,sep,88.0,1.0,380.0,3,failure,0,06/01/2018,15/06/2020
id_19383,50,blue-collar,married,secondary,no,1372.0,yes,no,cellular,17,apr,280.0,2.0,322.0,1,failure,0,14/04/2018,01/08/2020
id_41498,37,services,single,secondary,no,7068.0,yes,no,cellular,15,may,681.0,3.0,357.0,3,other,1,22/09/2018,24/03/2020
id_40783,38,services,single,secondary,no,1230.0,yes,yes,cellular,4,may,785.0,5.0,341.0,3,failure,1,02/01/2018,10/03/2020
id_22561,91,retired,married,unknown,no,773.0,no,no,cellular,26,jan,171.0,4.0,96.0,3,success,1,10/03/2018,12/02/2020
id_42767,33,management,married,tertiary,no,2.0,yes,no,cellular,19,nov,313.0,1.0,170.0,1,failure,0,01/12/2018,14/06/2019
id_10447,30,services,single,secondary,no,-204.0,no,no,cellular,1,sep,482.0,1.0,579.0,1,failure,1,20/04/2018,06/12/2020
id_290,36,management,married,tertiary,no,613.0,no,no,cellular,30,apr,251.0,1.0,86.0,1,success,1,01/08/2018,11/06/2019
id_12126,37,self-employed,married,secondary,no,-56.0,yes,no,cellular,15,may,142.0,2.0,361.0,3,failure,0,14/09/2018,23/07/2020
id_40830,52,admin.,married,secondary,no,610.0,yes,no,cellular,6,may,326.0,2.0,343.0,2,failure,0,07/12/2018,21/11/2019
id_5391,35,management,single,tertiary,no,1434.0,no,no,cellular,30,apr,77.0,1.0,85.0,2,failure,0,03/04/2018,28/04/2020
id_19217,31,management,divorced,tertiary,no,67.0,yes,no,unknown,22,jul,0.0,1.0,701.0,6,other,0,28/11/2018,11/12/2019
id_13437,46,blue-collar,married,secondary,no,121.0,yes,yes,cellular,29,jan,127.0,1.0,259.0,3,failure,0,30/05/2018,22/08/2019
id_33119,43,management,divorced,secondary,no,147.0,yes,no,cellular,20,apr,108.0,2.0,270.0,5,failure,0,21/10/2018,12/03/2020
id_19168,32,technician,married,secondary,no,6701.0,no,no,cellular,9,nov,427.0,1.0,462.0,1,failure,0,16/08/2018,06/07/2019
id_481,26,blue-collar,married,secondary,no,57.0,yes,no,cellular,11,feb,252.0,1.0,174.0,4,success,1,07/09/2018,08/01/2020
id_20601,33,management,single,tertiary,no,570.0,yes,no,cellular,14,apr,251.0,2.0,145.0,3,failure,0,22/05/2018,17/07/2020
id_22799,57,admin.,divorced,secondary,no,1873.0,no,no,cellular,27,may,56.0,3.0,103.0,5,success,0,24/02/2018,05/06/2020
id_42585,40,technician,single,unknown,no,11119.0,no,no,cellular,10,aug,195.0,1.0,102.0,1,success,1,09/03/2018,19/04/2019
id_23086,54,admin.,married,secondary,no,866.0,yes,no,cellular,17,apr,87.0,1.0,151.0,1,failure,0,28/06/2018,08/02/2019
id_14604,41,blue-collar,married,secondary,no,-216.0,yes,no,cellular,14,may,283.0,1.0,352.0,2,failure,0,13/09/2018,27/03/2019
id_2761,73,retired,married,secondary,no,2059.0,no,no,cellular,9,nov,365.0,2.0,92.0,3,failure,0,20/08/2018,17/03/2020
id_21509,52,management,married,tertiary,no,346.0,no,no,cellular,11,aug,242.0,1.0,180.0,6,success,1,25/03/2018,17/09/2019
id_36159,47,blue-collar,married,primary,no,643.0,yes,no,cellular,11,may,52.0,4.0,173.0,7,other,0,17/12/2018,21/08/2019
id_31872,44,services,single,secondary,no,532.0,yes,no,cellular,15,may,565.0,2.0,340.0,2,failure,0,28/06/2018,15/12/2020
id_743,41,management,married,unknown,no,78.0,no,no,cellular,15,sep,192.0,1.0,183.0,1,success,1,21/08/2018,14/10/2019
id_25610,63,retired,married,secondary,no,2802.0,yes,yes,cellular,9,sep,251.0,1.0,183.0,1,success,1,06/12/2018,19/07/2020
id_30238,42,blue-collar,married,primary,no,408.0,yes,no,telephone,4,feb,43.0,5.0,265.0,13,failure,0,20/11/2018,17/04/2019
id_43907,34,housemaid,married,tertiary,no,4962.0,yes,no,cellular,20,apr,0.0,5.0,152.0,2,failure,0,17/04/2018,01/05/2020
id_36553,23,admin.,single,secondary,no,97.0,no,no,cellular,11,aug,354.0,1.0,70.0,3,failure,1,04/03/2018,24/06/2019
id_41999,33,self-employed,married,secondary,no,2759.0,yes,no,cellular,20,apr,699.0,3.0,154.0,1,other,0,12/03/2018,10/04/2019
id_28123,61,technician,married,secondary,no,355.0,no,no,cellular,2,feb,86.0,1.0,216.0,2,failure,0,28/03/2018,06/06/2020
id_27071,28,technician,single,tertiary,no,1642.0,no,no,cellular,12,oct,240.0,3.0,98.0,6,other,0,04/10/2018,22/03/2020
id_25698,32,services,single,secondary,no,-173.0,yes,yes,cellular,17,apr,263.0,4.0,329.0,2,other,0,11/05/2018,14/10/2019
id_40566,39,unemployed,divorced,secondary,no,197.0,yes,no,cellular,7,may,180.0,1.0,357.0,1,failure,0,08/07/2018,10/03/2020
id_24019,29,blue-collar,single,secondary,no,29.0,yes,no,cellular,18,may,123.0,1.0,368.0,4,failure,0,24/02/2018,22/07/2020
id_25432,31,management,married,tertiary,no,4.0,yes,no,cellular,4,may,108.0,2.0,167.0,1,failure,0,18/03/2018,01/09/2020
id_45188,29,services,married,secondary,no,441.0,yes,no,cellular,2,feb,73.0,1.0,270.0,2,failure,0,26/01/2018,07/06/2019
id_22512,47,self-employed,married,secondary,no,-28.0,yes,yes,cellular,2,apr,164.0,1.0,300.0,2,failure,0,26/03/2018,23/04/2020
id_44934,37,management,married,tertiary,no,2462.0,no,no,cellular,15,jun,195.0,2.0,81.0,4,other,0,26/09/2018,27/06/2020
id_21428,30,technician,single,tertiary,no,937.0,yes,no,cellular,15,may,773.0,1.0,330.0,1,failure,0,31/07/2018,05/07/2020
id_694,53,management,married,tertiary,no,-760.0,yes,yes,cellular,4,feb,24.0,10.0,7.0,5,other,0,17/10/2018,25/04/2019
id_30616,40,management,married,primary,no,5314.0,yes,no,cellular,20,aug,280.0,1.0,90.0,3,success,1,15/03/2018,05/07/2020
id_18236,60,technician,married,secondary,no,1861.0,no,no,telephone,3,feb,296.0,2.0,215.0,1,other,0,05/03/2018,17/01/2020
id_41441,45,admin.,divorced,secondary,no,-5.0,yes,yes,cellular,23,jun,251.0,1.0,89.0,1,failure,0,29/09/2018,14/02/2020
id_5370,60,retired,married,secondary,no,14.0,no,no,cellular,29,sep,217.0,1.0,92.0,3,success,1,11/08/2018,30/09/2019
id_23703,43,technician,single,tertiary,no,-379.0,yes,no,cellular,6,may,424.0,1.0,294.0,1,other,0,08/11/2018,05/05/2019
id_41519,38,management,single,tertiary,no,439.0,no,no,cellular,13,apr,561.0,1.0,595.0,2,failure,1,02/09/2018,07/02/2020
id_38954,48,services,married,secondary,no,-116.0,yes,no,cellular,15,may,151.0,2.0,297.0,3,failure,0,21/07/2018,22/03/2019
id_24578,30,admin.,divorced,secondary,no,78.0,yes,yes,cellular,18,nov,107.0,2.0,196.0,1,failure,0,07/04/2018,17/08/2020
id_21017,38,technician,single,secondary,no,820.0,yes,yes,cellular,29,jan,164.0,2.0,245.0,3,failure,0,01/09/2018,03/04/2019
id_15851,54,management,married,secondary,no,2154.0,no,yes,cellular,10,nov,149.0,3.0,91.0,2,failure,1,01/04/2018,27/12/2020
id_5441,32,services,married,secondary,no,1341.0,no,no,cellular,12,aug,256.0,2.0,104.0,1,success,1,07/09/2018,04/01/2019
id_21679,43,blue-collar,married,secondary,no,145.0,yes,yes,cellular,6,apr,277.0,1.0,305.0,15,failure,0,15/11/2018,06/11/2020
id_9893,36,management,single,tertiary,no,21.0,yes,yes,cellular,21,nov,32.0,1.0,179.0,4,failure,0,16/01/2018,13/04/2020
id_38799,28,admin.,married,secondary,no,4460.0,yes,no,cellular,16,apr,231.0,1.0,146.0,4,success,0,02/12/2018,18/06/2019
id_24391,44,blue-collar,married,primary,no,23.0,yes,no,cellular,13,may,387.0,5.0,288.0,11,other,0,03/11/2018,24/03/2020
id_44777,34,admin.,single,tertiary,no,5007.0,yes,no,cellular,13,aug,73.0,1.0,112.0,2,other,0,03/11/2018,15/02/2019
id_35616,43,technician,married,secondary,no,-315.0,yes,no,cellular,11,may,80.0,1.0,348.0,1,failure,0,18/12/2018,20/03/2020
id_33945,39,technician,married,secondary,no,1444.0,yes,no,cellular,3,jun,125.0,1.0,119.0,1,failure,0,18/08/2018,30/12/2020
id_19037,42,admin.,single,secondary,no,-498.0,yes,no,cellular,11,may,102.0,2.0,370.0,2,failure,0,31/08/2018,18/07/2019
id_12076,43,admin.,single,secondary,no,223.0,yes,no,cellular,28,jan,125.0,1.0,268.0,1,other,0,11/05/2018,15/06/2019
id_42647,52,technician,single,secondary,no,1199.0,no,yes,telephone,11,aug,80.0,1.0,99.0,10,failure,0,15/08/2018,01/03/2020
id_23644,36,admin.,married,secondary,no,2317.0,yes,no,cellular,20,apr,68.0,3.0,342.0,1,other,0,19/10/2018,13/12/2020
id_15862,37,admin.,married,tertiary,no,1318.0,yes,no,cellular,24,sep,141.0,3.0,486.0,1,other,0,06/08/2018,07/01/2019
id_38062,66,retired,married,tertiary,no,1646.0,no,no,telephone,5,mar,329.0,4.0,179.0,4,success,1,24/04/2018,19/08/2019
id_34049,40,blue-collar,married,primary,no,121.0,yes,no,cellular,17,apr,809.0,3.0,147.0,2,failure,0,13/10/2018,08/06/2020
id_2130,61,management,married,secondary,no,-4.0,no,no,cellular,20,may,330.0,4.0,87.0,8,failure,0,03/05/2018,03/07/2019
id_15219,30,technician,single,secondary,no,16.0,no,no,cellular,6,may,333.0,1.0,166.0,1,failure,0,02/07/2018,26/10/2020
id_36196,34,admin.,single,secondary,no,281.0,yes,no,cellular,1,apr,434.0,1.0,329.0,1,other,0,13/11/2018,09/10/2020
id_18008,33,technician,single,secondary,no,2082.0,no,no,cellular,10,aug,357.0,3.0,182.0,2,success,1,19/01/2018,11/11/2019
id_16067,24,management,single,tertiary,no,1437.0,no,no,cellular,27,apr,328.0,1.0,449.0,1,other,1,11/06/2018,11/08/2019
id_18163,45,blue-collar,married,primary,no,107.0,yes,no,cellular,12,may,80.0,1.0,329.0,2,failure,0,19/03/2018,06/01/2020
id_32073,35,technician,married,secondary,no,19.0,yes,no,cellular,8,may,162.0,2.0,347.0,1,failure,0,10/03/2018,05/10/2020
id_27434,34,management,married,tertiary,no,2043.0,yes,no,cellular,15,may,121.0,3.0,177.0,1,failure,0,10/02/2018,28/07/2019
id_41633,31,management,single,tertiary,no,29.0,yes,no,cellular,14,may,155.0,1.0,358.0,2,failure,0,06/10/2018,25/03/2020
id_16045,50,management,divorced,tertiary,no,270.0,yes,no,cellular,17,apr,192.0,2.0,343.0,1,failure,0,30/08/2018,04/05/2020
id_37937,44,admin.,divorced,secondary,no,1196.0,yes,yes,cellular,7,apr,824.0,1.0,307.0,1,other,0,16/07/2018,05/09/2020
id_39014,35,admin.,single,secondary,no,-31.0,no,yes,cellular,6,aug,359.0,2.0,178.0,9,success,1,19/10/2018,06/01/2020
id_24855,31,admin.,single,secondary,no,1371.0,yes,no,cellular,18,may,300.0,2.0,370.0,1,failure,0,07/12/2018,13/02/2020
id_41788,37,management,married,tertiary,no,91.0,no,no,cellular,4,may,191.0,2.0,88.0,1,other,0,10/01/2018,05/03/2019
id_20738,53,technician,married,tertiary,no,1405.0,yes,yes,cellular,29,jan,120.0,1.0,244.0,1,failure,0,26/11/2018,01/07/2020
id_11469,74,retired,married,primary,no,2226.0,no,no,telephone,10,aug,384.0,2.0,187.0,1,success,0,18/04/2018,18/05/2019
id_11567,62,retired,married,secondary,no,1852.0,no,no,cellular,10,feb,220.0,1.0,183.0,1,success,1,23/06/2018,09/02/2020
id_38187,30,admin.,single,secondary,no,81.0,yes,no,cellular,6,aug,116.0,6.0,112.0,3,other,0,10/08/2018,20/01/2019
id_3058,27,admin.,married,secondary,no,1597.0,no,no,cellular,15,jun,173.0,1.0,105.0,1,failure,1,15/05/2018,22/03/2019
id_41977,49,management,single,tertiary,no,336.0,yes,no,cellular,18,may,34.0,1.0,369.0,4,other,0,12/02/2018,02/05/2020
id_32359,35,blue-collar,single,primary,no,259.0,yes,no,cellular,17,apr,217.0,2.0,337.0,2,failure,0,10/04/2018,08/12/2020
id_21007,34,services,single,secondary,no,523.0,yes,no,cellular,2,sep,116.0,3.0,100.0,5,other,1,20/12/2018,10/07/2019
id_806,40,management,married,tertiary,no,-1.0,yes,no,cellular,7,may,256.0,3.0,293.0,5,failure,0,05/07/2018,28/11/2020
id_19821,30,technician,divorced,secondary,no,474.0,yes,yes,cellular,11,may,61.0,1.0,305.0,1,failure,0,21/07/2018,14/04/2020
id_33831,28,services,single,secondary,no,344.0,yes,no,cellular,15,may,438.0,3.0,347.0,3,other,1,15/10/2018,08/03/2019
id_31763,43,blue-collar,divorced,primary,no,544.0,yes,yes,cellular,4,feb,158.0,1.0,250.0,1,failure,0,03/10/2018,27/12/2020
id_1383,24,technician,single,tertiary,no,11858.0,no,no,telephone,25,may,288.0,5.0,101.0,1,success,0,30/10/2018,18/08/2020
id_5613,32,admin.,married,secondary,no,43.0,yes,no,cellular,7,may,1819.0,2.0,287.0,3,other,1,28/06/2018,23/08/2019
id_44656,38,self-employed,single,tertiary,no,10342.0,no,no,cellular,14,dec,354.0,1.0,182.0,3,success,0,14/07/2018,08/11/2020
id_25133,28,admin.,single,secondary,no,1272.0,no,no,cellular,20,jul,146.0,2.0,481.0,1,success,1,10/09/2018,08/07/2020
id_22084,39,blue-collar,married,secondary,no,100.0,yes,no,cellular,28,jan,152.0,1.0,265.0,2,failure,0,13/05/2018,01/02/2020
id_29529,38,management,married,tertiary,no,1.0,no,no,cellular,30,apr,342.0,3.0,22.0,3,other,1,16/12/2018,27/12/2019
id_45205,43,admin.,divorced,secondary,no,272.0,yes,no,cellular,6,apr,156.0,1.0,336.0,1,failure,0,22/08/2018,21/07/2019
id_28913,35,admin.,married,secondary,no,2374.0,yes,no,cellular,9,nov,163.0,1.0,209.0,2,failure,0,23/02/2018,15/11/2019
id_15275,38,blue-collar,married,secondary,no,13848.0,yes,no,cellular,9,apr,291.0,4.0,321.0,5,failure,0,13/01/2018,07/10/2020
id_14522,51,technician,married,secondary,no,3372.0,no,no,cellular,21,aug,525.0,2.0,80.0,2,success,1,14/08/2018,27/08/2019
id_22081,38,admin.,divorced,tertiary,no,4710.0,no,no,cellular,3,dec,289.0,1.0,171.0,1,failure,1,17/12/2018,11/06/2019
id_206,43,technician,married,secondary,no,3.0,no,no,cellular,30,apr,204.0,1.0,259.0,2,other,1,03/03/2018,05/12/2020
id_4230,29,technician,single,secondary,no,157.0,yes,no,cellular,25,may,155.0,4.0,363.0,5,failure,0,12/04/2018,24/04/2019
id_28100,55,technician,married,secondary,no,265.0,yes,yes,cellular,7,may,647.0,2.0,280.0,5,success,0,20/05/2018,17/01/2020
id_4172,32,technician,single,secondary,no,2145.0,yes,no,cellular,30,jan,160.0,2.0,262.0,2,failure,0,08/12/2018,07/10/2020
id_20503,71,retired,married,tertiary,no,1839.0,no,no,cellular,15,sep,240.0,2.0,184.0,3,success,1,22/02/2018,03/07/2019
id_17987,24,admin.,single,primary,no,528.0,yes,yes,cellular,18,may,272.0,2.0,311.0,2,failure,0,23/10/2018,30/04/2019
id_4249,54,unknown,divorced,tertiary,no,2274.0,yes,no,telephone,19,nov,87.0,1.0,189.0,1,failure,0,18/12/2018,02/03/2020
id_32488,28,blue-collar,married,secondary,no,62.0,yes,yes,cellular,14,may,108.0,3.0,356.0,2,failure,0,07/02/2018,31/08/2020
id_17360,51,admin.,divorced,secondary,no,0.0,yes,yes,cellular,6,aug,1445.0,1.0,98.0,2,failure,1,07/12/2018,01/03/2019
id_16486,55,admin.,divorced,secondary,yes,-437.0,yes,yes,cellular,6,feb,91.0,5.0,273.0,2,failure,0,06/10/2018,10/03/2020
id_42839,74,retired,married,primary,no,2604.0,no,no,cellular,3,feb,435.0,2.0,82.0,3,success,1,01/03/2018,18/09/2019
id_17106,30,technician,single,secondary,no,1452.0,yes,no,cellular,12,may,245.0,1.0,343.0,1,other,0,09/06/2018,09/10/2019
id_17682,40,admin.,married,secondary,no,26.0,yes,no,cellular,7,may,180.0,4.0,357.0,2,other,0,19/10/2018,02/02/2020
id_31942,33,blue-collar,single,tertiary,no,354.0,yes,no,cellular,6,feb,130.0,7.0,227.0,5,failure,0,04/05/2018,06/07/2020
id_1301,54,admin.,divorced,tertiary,no,120.0,no,no,cellular,26,oct,328.0,1.0,547.0,1,failure,0,03/06/2018,15/06/2020
id_32164,32,admin.,single,secondary,no,78.0,yes,no,cellular,11,may,340.0,1.0,370.0,1,other,0,09/12/2018,25/03/2019
id_14684,58,admin.,divorced,secondary,no,-432.0,no,yes,cellular,19,nov,135.0,2.0,119.0,4,failure,0,18/12/2018,08/05/2019
id_15856,33,admin.,divorced,secondary,no,357.0,no,no,cellular,15,may,337.0,1.0,297.0,2,other,0,27/06/2018,23/04/2019
id_23153,33,blue-collar,single,secondary,no,1208.0,yes,no,cellular,15,may,20.0,1.0,361.0,4,failure,0,04/12/2018,31/07/2020
id_3390,67,retired,married,primary,no,10779.0,no,no,telephone,14,aug,170.0,2.0,99.0,17,other,0,12/01/2018,24/01/2019
id_10182,59,management,divorced,tertiary,no,253.0,yes,no,cellular,20,apr,20.0,1.0,173.0,1,success,0,19/07/2018,25/02/2019
id_2291,39,management,single,tertiary,no,604.0,yes,no,cellular,17,nov,134.0,2.0,196.0,1,failure,0,16/04/2018,07/07/2019
id_763,27,admin.,married,tertiary,no,171.0,yes,yes,cellular,13,oct,337.0,2.0,237.0,2,failure,0,21/02/2018,06/01/2020
id_19003,44,management,married,secondary,no,4107.0,yes,no,cellular,15,apr,117.0,3.0,258.0,2,failure,0,15/04/2018,03/11/2020
id_41774,34,management,single,tertiary,no,-308.0,yes,yes,cellular,7,may,434.0,2.0,346.0,2,failure,0,26/03/2018,23/09/2020
id_38398,30,management,married,tertiary,no,231.0,yes,no,cellular,14,may,223.0,2.0,365.0,10,failure,0,26/03/2018,09/12/2020
id_4376,41,housemaid,single,primary,no,104.0,yes,no,cellular,8,may,310.0,1.0,367.0,3,failure,0,19/05/2018,26/03/2020
id_3756,54,blue-collar,married,primary,no,284.0,yes,no,cellular,16,apr,43.0,4.0,335.0,3,other,0,10/09/2018,18/11/2020
id_41222,41,entrepreneur,married,secondary,no,-484.0,yes,yes,cellular,18,may,1119.0,1.0,350.0,6,failure,0,25/02/2018,29/10/2020
id_20328,51,management,married,tertiary,no,933.0,no,no,cellular,11,nov,117.0,2.0,97.0,3,failure,0,02/09/2018,13/12/2020
id_36909,36,admin.,single,secondary,no,3.0,yes,yes,cellular,3,sep,128.0,2.0,463.0,6,failure,0,05/06/2018,12/06/2020
id_27737,57,retired,married,tertiary,no,1459.0,no,no,cellular,19,aug,233.0,1.0,107.0,5,failure,0,13/05/2018,12/01/2020
id_36894,41,technician,single,tertiary,no,1646.0,yes,no,cellular,5,may,245.0,1.0,90.0,7,success,1,16/01/2018,12/01/2020
id_22226,69,retired,married,primary,no,1428.0,no,no,cellular,11,jan,510.0,2.0,91.0,3,failure,1,25/07/2018,19/06/2020
id_1090,61,retired,married,secondary,no,568.0,no,no,cellular,3,aug,183.0,2.0,180.0,6,success,1,13/06/2018,02/12/2020
id_19668,27,blue-collar,divorced,secondary,no,3.0,yes,no,telephone,13,may,359.0,1.0,359.0,3,failure,0,28/02/2018,05/09/2020
id_25929,45,blue-collar,married,unknown,no,912.0,yes,no,cellular,30,jan,158.0,1.0,262.0,1,other,0,14/03/2018,01/03/2020
id_19391,36,services,married,primary,no,-5.0,yes,yes,cellular,7,may,119.0,1.0,171.0,2,other,0,26/06/2018,11/04/2019
id_1005,52,management,married,tertiary,no,2963.0,yes,no,cellular,13,feb,86.0,9.0,85.0,1,failure,0,29/10/2018,26/12/2020
id_12865,32,management,married,tertiary,no,2.0,yes,no,cellular,20,nov,205.0,4.0,30.0,1,failure,0,01/08/2018,06/11/2020
id_14129,48,technician,divorced,tertiary,no,-1.0,yes,no,cellular,21,nov,237.0,5.0,102.0,5,failure,0,20/11/2018,21/02/2019
id_24834,43,blue-collar,married,secondary,no,944.0,no,no,cellular,18,nov,245.0,3.0,119.0,2,failure,0,18/12/2018,03/11/2020
id_44997,20,blue-collar,married,primary,no,531.0,yes,no,cellular,15,may,491.0,3.0,345.0,9,other,0,27/06/2018,27/06/2020
id_3569,33,management,married,tertiary,no,2084.0,yes,no,cellular,1,oct,78.0,1.0,50.0,4,failure,0,11/06/2018,15/01/2019
id_40655,43,blue-collar,married,secondary,no,126.0,yes,no,cellular,9,feb,138.0,3.0,256.0,1,failure,0,26/03/2018,18/10/2019
id_20480,30,blue-collar,married,secondary,no,-1.0,yes,no,cellular,28,jan,182.0,1.0,266.0,1,other,0,09/06/2018,01/03/2020
id_20154,29,unknown,single,tertiary,no,6425.0,no,no,cellular,18,may,315.0,3.0,110.0,4,failure,0,27/03/2018,12/02/2019
id_8979,36,blue-collar,single,unknown,no,130.0,yes,yes,cellular,16,nov,284.0,1.0,200.0,2,success,1,28/07/2018,22/05/2020
id_415,32,blue-collar,married,primary,no,2490.0,yes,no,cellular,19,nov,189.0,2.0,180.0,1,failure,0,15/04/2018,16/11/2020
id_11612,42,management,married,tertiary,no,224.0,yes,no,cellular,13,aug,162.0,6.0,179.0,10,success,1,03/11/2018,06/11/2019
id_12184,41,technician,single,secondary,no,32.0,yes,no,cellular,13,may,187.0,3.0,351.0,10,failure,0,17/11/2018,15/12/2020
id_252,34,management,married,tertiary,no,1779.0,yes,no,cellular,20,apr,0.0,6.0,25.0,7,other,0,10/04/2018,19/07/2019
id_11422,45,blue-collar,married,primary,no,82.0,yes,no,cellular,17,apr,62.0,1.0,344.0,1,failure,0,01/11/2018,10/02/2019
id_5967,58,retired,married,secondary,no,1231.0,no,no,cellular,14,aug,163.0,2.0,37.0,2,failure,0,03/09/2018,29/11/2019
id_1074,47,blue-collar,married,secondary,no,83.0,yes,no,cellular,14,may,111.0,1.0,360.0,3,failure,0,19/03/2018,30/10/2020
id_42697,45,blue-collar,divorced,secondary,no,-185.0,yes,no,cellular,7,may,894.0,3.0,170.0,5,failure,1,14/04/2018,13/12/2020
id_45013,30,blue-collar,single,secondary,no,232.0,no,no,cellular,6,aug,729.0,1.0,88.0,4,other,1,25/05/2018,08/03/2020
id_5408,48,management,single,tertiary,no,314.0,yes,yes,cellular,27,oct,104.0,1.0,158.0,1,failure,0,19/10/2018,31/07/2020
id_6664,39,management,married,secondary,no,406.0,yes,no,cellular,8,may,74.0,1.0,322.0,4,failure,0,22/04/2018,28/01/2019
id_27848,26,services,married,primary,no,552.0,yes,no,cellular,5,feb,213.0,1.0,245.0,2,failure,0,01/03/2018,07/09/2019
id_14364,38,services,married,secondary,no,-3.0,yes,yes,cellular,4,jun,335.0,2.0,122.0,2,failure,1,18/07/2018,13/02/2020
id_28846,44,admin.,single,secondary,no,386.0,no,no,cellular,12,jul,232.0,3.0,529.0,1,failure,1,20/08/2018,02/08/2019
id_17665,37,management,single,tertiary,no,33.0,yes,no,cellular,17,apr,154.0,1.0,273.0,3,failure,0,20/07/2018,22/07/2020
id_8321,43,admin.,single,secondary,no,733.0,yes,no,cellular,16,apr,328.0,2.0,317.0,3,failure,0,05/02/2018,07/06/2019
id_42089,44,management,single,tertiary,no,11012.0,no,no,cellular,28,jul,834.0,6.0,405.0,1,success,1,02/08/2018,13/09/2020
id_19108,35,admin.,married,secondary,no,-297.0,yes,no,cellular,15,may,85.0,4.0,353.0,3,failure,0,28/03/2018,02/03/2019
id_44484,35,blue-collar,single,secondary,no,327.0,yes,no,cellular,11,may,795.0,4.0,349.0,1,other,0,21/05/2018,30/01/2019
id_30632,55,services,divorced,secondary,no,465.0,no,no,cellular,13,nov,501.0,1.0,93.0,1,success,1,01/06/2018,09/09/2019
id_13315,30,blue-collar,single,secondary,no,6977.0,yes,no,cellular,20,nov,231.0,2.0,183.0,1,failure,0,04/10/2018,25/12/2019
id_3782,62,blue-collar,married,primary,no,2.0,no,no,cellular,4,may,513.0,1.0,95.0,2,success,1,04/11/2018,29/08/2020
id_728,33,management,married,tertiary,no,493.0,no,no,cellular,14,jun,175.0,1.0,94.0,9,success,1,30/03/2018,16/11/2020
id_11559,42,blue-collar,married,secondary,no,1493.0,yes,no,cellular,1,oct,79.0,1.0,142.0,1,failure,0,18/04/2018,21/06/2019
id_916,54,admin.,married,primary,no,-3.0,yes,no,cellular,8,may,92.0,1.0,298.0,3,failure,0,28/04/2018,09/03/2019
id_29542,40,technician,married,secondary,no,797.0,no,no,cellular,28,jan,233.0,1.0,181.0,6,failure,0,22/06/2018,23/09/2019
id_41115,37,management,married,tertiary,no,2090.0,yes,no,cellular,12,aug,86.0,1.0,51.0,3,failure,0,16/04/2018,11/04/2019
id_17042,60,management,married,tertiary,no,1597.0,no,no,cellular,21,nov,1012.0,10.0,115.0,3,failure,0,14/12/2018,16/09/2020
id_3629,59,management,divorced,tertiary,no,5699.0,no,no,cellular,14,aug,99.0,3.0,106.0,2,success,0,21/06/2018,15/01/2019
id_4032,30,student,single,tertiary,no,3052.0,no,no,cellular,2,nov,195.0,1.0,186.0,7,success,0,18/11/2018,01/02/2019
id_21508,54,services,married,secondary,no,2259.0,yes,no,telephone,18,nov,96.0,2.0,188.0,1,failure,0,12/01/2018,20/01/2020
id_17202,39,technician,married,secondary,no,744.0,yes,no,cellular,6,may,597.0,3.0,335.0,6,other,0,13/11/2018,28/02/2019
id_43550,45,management,single,tertiary,no,1412.0,no,no,cellular,7,sep,806.0,2.0,102.0,3,failure,1,18/05/2018,23/04/2019
id_5067,51,blue-collar,married,primary,no,-208.0,yes,yes,cellular,3,feb,176.0,6.0,251.0,2,failure,0,17/05/2018,27/08/2019
id_25196,33,blue-collar,married,secondary,no,1457.0,yes,no,cellular,11,feb,222.0,2.0,297.0,2,failure,1,20/03/2018,28/06/2019
id_3689,47,technician,married,secondary,no,-1.0,yes,no,cellular,17,nov,132.0,4.0,168.0,2,failure,0,28/03/2018,06/04/2020
id_23827,43,housemaid,single,primary,no,1177.0,yes,no,cellular,14,may,145.0,1.0,337.0,4,failure,0,14/03/2018,20/03/2019
id_26079,39,blue-collar,married,secondary,no,1729.0,yes,yes,cellular,14,may,174.0,2.0,350.0,4,failure,0,07/02/2018,13/10/2019
id_40329,28,admin.,single,secondary,no,243.0,yes,yes,cellular,12,may,243.0,1.0,349.0,1,failure,0,21/09/2018,15/09/2020
id_28236,33,technician,married,secondary,no,430.0,yes,no,cellular,11,may,53.0,3.0,255.0,2,failure,0,16/07/2018,01/03/2019
id_3733,34,technician,single,secondary,no,26.0,yes,no,cellular,9,feb,631.0,1.0,260.0,2,success,1,18/05/2018,09/02/2020
id_25649,74,retired,married,primary,no,2591.0,no,no,telephone,13,nov,198.0,3.0,277.0,12,failure,1,11/02/2018,02/01/2019
id_17869,36,blue-collar,single,secondary,no,44.0,yes,no,cellular,27,aug,273.0,3.0,475.0,4,success,1,12/11/2018,05/05/2019
id_34415,39,technician,married,secondary,no,313.0,no,no,cellular,7,aug,94.0,1.0,95.0,4,other,0,21/11/2018,24/06/2019
id_31235,34,management,single,tertiary,no,672.0,yes,no,cellular,1,jun,109.0,1.0,83.0,1,success,0,10/05/2018,13/09/2020
id_1424,43,services,married,secondary,no,800.0,yes,no,cellular,9,apr,583.0,4.0,316.0,3,failure,1,18/09/2018,13/04/2020
id_5177,61,admin.,married,unknown,no,4628.0,yes,no,cellular,29,jul,346.0,3.0,183.0,2,success,1,21/07/2018,19/06/2019
